views,likes,dislikes,comment_count,,,,,
12183,119,13,135,,,,,
12194,244,49,201,,,,,
12212,4,1,3,,,,,
12258,1326,37,161,,,,,
12324,15,7,47,,,,,
12348,494,6,56,,,,,
12352,181,2,17,,,,,
12371,90,4,0,,,,,
12405,57,4,8,,,,,
12415,72,32,0,,,,,
12431,918,129,287,,,,,
12461,1614,6,215,,,,,
12468,310,12,32,,,,,
12474,111,71,190,,,,,
12483,90,31,0,,,,,
12494,252,3,91,,,,,
12495,898,9,94,,,,,
12507,227,5,26,,,,,
12515,30,7,4,,,,,
12523,462,7,76,,,,,
12544,67,24,18,,,,,
12547,139,422,288,,,,,
12568,111,71,190,,,,,
12587,119,13,135,,,,,
12591,57,4,8,,,,,
12594,48,1,4,,,,,
12609,40,79,17,,,,,
12616,17,7,53,,,,,
12618,111,71,190,,,,,
12621,65,10,18,,,,,
12621,119,11,14,,,,,
12649,56,35,107,,,,,
12684,99,60,57,,,,,
12685,622,24,49,,,,,
12751,134,1,9,,,,,
12769,209,11,33,,,,,
12787,337,13,105,,,,,
12790,110,4,4,,,,,
12820,356,34,42,,,,,
12831,86,5,35,,,,,
12847,120,13,135,,,,,
12850,40,1,8,,,,,
12857,754,10,37,,,,,
12858,37,1,5,,,,,
12866,1081,11,146,,,,,
12872,37,14,0,,,,,
12904,18,7,51,,,,,
12924,145,1,9,,,,,
12953,5,2,4,,,,,
12959,37,0,15,,,,,
12963,367,4,62,,,,,
12963,137,7,0,,,,,
12973,505,6,56,,,,,
12981,101,61,50,,,,,
12984,1304,21,148,,,,,
12989,2,16,15,,,,,
12994,37,8,14,,,,,
13016,18,8,52,,,,,
13044,68,22,220,,,,,
13110,1977,13,589,,,,,
13127,133,13,44,,,,,
13128,536,3,46,,,,,
13135,1398,9,106,,,,,
13156,141,5,14,,,,,
13161,41,1,8,,,,,
13164,91,4,0,,,,,
13189,103,61,50,,,,,
13193,62,8,0,,,,,
13205,842,70,307,,,,,
13240,343,61,44,,,,,
13253,503,55,320,,,,,
13262,72,35,0,,,,,
13329,137,14,22,,,,,
13332,37,14,0,,,,,
13350,109,17,28,,,,,
13350,140,7,0,,,,,
13368,63,9,0,,,,,
13393,371,1,58,,,,,
13398,41,1,8,,,,,
13458,38,14,0,,,,,
13468,63,9,0,,,,,
13488,29,2,1,,,,,
13505,145,5,14,,,,,
13526,286,4,32,,,,,
13531,136,5,16,,,,,
13532,64,9,0,,,,,
13549,617,8,34,,,,,
13564,251,3,14,,,,,
13570,80,23,42,,,,,
13596,1365,12,92,,,,,
13630,42,1,8,,,,,
13648,39,0,15,,,,,
13659,7,2,5,,,,,
13670,70,1,7,,,,,
13676,1172,18,169,,,,,
13701,42,1,8,,,,,
13747,877,39,77,,,,,
13750,305,10,39,,,,,
13755,72,36,0,,,,,
13767,144,7,2,,,,,
13803,140,14,23,,,,,
13832,78,8,2,,,,,
13845,141,368,210,,,,,
13848,343,13,106,,,,,
13855,266,22,38,,,,,
13910,108,22,70,,,,,
13917,1318,24,76,,,,,
13932,92,56,56,,,,,
13941,388,9,107,,,,,
13945,659,27,49,,,,,
13952,62,31,43,,,,,
13964,1131,15,42,,,,,
13970,142,14,25,,,,,
13985,39,0,15,,,,,
13997,72,36,0,,,,,
14046,51,6,9,,,,,
14067,307,11,61,,,,,
14069,965,152,313,,,,,
14071,209,18,30,,,,,
14073,69,9,0,,,,,
14079,528,6,57,,,,,
14086,450,13,45,,,,,
14093,1051,6,176,,,,,
14107,63,31,26,,,,,
14111,437,1,64,,,,,
14118,120,6,21,,,,,
14152,341,2,80,,,,,
14175,344,13,106,,,,,
14189,72,36,0,,,,,
14190,89,5,36,,,,,
14197,439,15,28,,,,,
14202,39,0,15,,,,,
14235,63,31,26,,,,,
14250,414,18,64,,,,,
14251,514,61,336,,,,,
14265,832,11,70,,,,,
14276,72,36,0,,,,,
14289,42,0,8,,,,,
14311,261,6,43,,,,,
14344,63,31,27,,,,,
14348,149,7,3,,,,,
14358,504,12,70,,,,,
14370,51,1,4,,,,,
14373,1123,38,133,,,,,
14376,43,55,0,,,,,
14381,39,0,15,,,,,
14459,64,31,27,,,,,
14513,124,3,13,,,,,
14527,89,5,36,,,,,
14538,93,16,27,,,,,
14565,478,13,67,,,,,
14609,89,5,36,,,,,
14645,536,17,199,,,,,
14651,129,10,44,,,,,
14657,89,5,36,,,,,
14670,90,23,154,,,,,
14676,282,3,14,,,,,
14685,521,61,337,,,,,
14685,100,133,70,,,,,
14690,93,16,27,,,,,
14697,157,2,10,,,,,
14723,62,9,17,,,,,
14727,745,17,78,,,,,
14768,93,16,27,,,,,
14801,680,27,52,,,,,
14820,683,5,141,,,,,
14839,412,15,22,,,,,
14865,216,19,72,,,,,
14921,525,61,338,,,,,
14929,40,13,15,,,,,
14942,1170,12,151,,,,,
14967,170,21,49,,,,,
14967,131,20,93,,,,,
14972,154,5,14,,,,,
14994,165,22,138,,,,,
14996,132,4,163,,,,,
15058,0,0,0,,,,,
15066,526,61,338,,,,,
15117,165,4,28,,,,,
15127,153,10,5,,,,,
15150,998,174,351,,,,,
15190,1087,6,183,,,,,
15203,399,13,80,,,,,
15216,132,5,20,,,,,
15232,84,11,20,,,,,
15265,245,173,113,,,,,
15275,141,7,28,,,,,
15300,384,71,44,,,,,
15307,2049,40,240,,,,,
15338,71,10,0,,,,,
15353,1239,15,83,,,,,
15355,103,56,259,,,,,
15364,141,12,43,,,,,
15382,33,1,10,,,,,
15397,57,7,9,,,,,
15400,495,22,37,,,,,
15413,1037,6,52,,,,,
15449,697,27,52,,,,,
15476,34,1,10,,,,,
15477,427,18,65,,,,,
15478,158,68,87,,,,,
15495,685,4,71,,,,,
15525,1203,15,45,,,,,
15564,41,13,14,,,,,
15570,65,9,9,,,,,
15672,45,7,14,,,,,
15693,145,12,43,,,,,
15723,979,13,143,,,,,
15744,167,2,11,,,,,
15745,205,61,67,,,,,
15753,66,3,94,,,,,
15776,191,14,69,,,,,
15787,410,13,81,,,,,
15838,702,28,52,,,,,
15859,1499,22,132,,,,,
15870,910,41,80,,,,,
15889,74,10,0,,,,,
15895,228,3,20,,,,,
15898,142,5,21,,,,,
15938,1061,9,109,,,,,
15999,229,38,0,,,,,
16017,206,16,0,,,,,
16017,459,15,31,,,,,
16021,311,3,19,,,,,
16031,544,16,236,,,,,
16067,1124,8,190,,,,,
16080,436,18,66,,,,,
16080,377,247,481,,,,,
16092,217,41,34,,,,,
16113,41,14,13,,,,,
16121,705,28,52,,,,,
16134,174,22,51,,,,,
16180,79,1,6,,,,,
16207,166,71,45,,,,,
16210,75,10,0,,,,,
16231,103,7,15,,,,,
16241,709,29,52,,,,,
16287,185,44,43,,,,,
16305,147,13,47,,,,,
16325,1353,10,153,,,,,
16335,714,29,52,,,,,
16350,544,15,43,,,,,
16360,652,4,51,,,,,
16361,1032,184,300,,,,,
16370,1183,4,179,,,,,
16371,1090,6,52,,,,,
16387,1227,12,159,,,,,
16417,153,5,23,,,,,
16425,720,29,53,,,,,
16431,151,27,54,,,,,
16445,71,63,127,,,,,
16453,343,7,58,,,,,
16456,299,44,40,,,,,
16546,663,24,30,,,,,
16590,41,14,13,,,,,
16617,1319,5,144,,,,,
16661,304,46,32,,,,,
16690,1580,14,138,,,,,
16766,132,4,5,,,,,
16772,511,6,64,,,,,
16797,1151,8,195,,,,,
16823,93,275,172,,,,,
16882,409,36,280,,,,,
16888,69,3,68,,,,,
16948,1248,17,46,,,,,
16976,314,13,53,,,,,
16990,111,71,203,,,,,
17002,183,27,49,,,,,
17068,136,11,12,,,,,
17098,434,2,64,,,,,
17106,69,4,68,,,,,
17122,365,14,13,,,,,
17128,1119,6,52,,,,,
17129,455,18,101,,,,,
17143,293,55,66,,,,,
17146,112,7,19,,,,,
17164,47,1,1,,,,,
17216,675,24,31,,,,,
17221,558,126,97,,,,,
17253,478,15,31,,,,,
17273,55,4,6,,,,,
17315,182,22,53,,,,,
17322,47,1,1,,,,,
17342,768,4,74,,,,,
17372,504,23,81,,,,,
17401,348,33,59,,,,,
17408,112,7,20,,,,,
17460,676,24,30,,,,,
17466,47,1,1,,,,,
17494,55,4,6,,,,,
17525,863,44,175,,,,,
17527,1180,8,196,,,,,
17551,316,309,439,,,,,
17551,174,75,82,,,,,
17571,1149,6,52,,,,,
17574,137,33,112,,,,,
17579,108,37,37,,,,,
17586,1349,5,148,,,,,
17588,113,8,20,,,,,
17592,185,22,60,,,,,
17594,471,18,24,,,,,
17605,681,25,29,,,,,
17616,49,1,2,,,,,
17627,193,238,390,,,,,
17636,55,4,6,,,,,
17653,379,7,60,,,,,
17702,113,8,20,,,,,
17716,49,2,2,,,,,
17732,174,2,11,,,,,
17737,684,27,29,,,,,
17746,452,12,51,,,,,
17757,61,8,9,,,,,
17800,55,4,7,,,,,
17812,230,26,54,,,,,
17847,93,1,8,,,,,
17899,1508,29,160,,,,,
17901,2325,50,429,,,,,
17917,56,4,7,,,,,
17957,65,84,45,,,,,
17968,30,2,1,,,,,
17987,26,0,1,,,,,
18001,1194,9,196,,,,,
18006,486,16,31,,,,,
18013,215,477,335,,,,,
18015,56,4,7,,,,,
18032,457,15,68,,,,,
18033,353,36,38,,,,,
18054,895,13,100,,,,,
18057,609,17,81,,,,,
18096,1370,6,149,,,,,
18098,743,10,37,,,,,
18105,1045,14,150,,,,,
18108,155,20,10,,,,,
18133,311,48,14,,,,,
18229,2525,12,354,,,,,
18246,510,1,79,,,,,
18264,315,29,122,,,,,
18280,326,315,447,,,,,
18317,1322,34,196,,,,,
18330,1178,6,54,,,,,
18336,0,0,11,,,,,
18346,544,28,20,,,,,
18425,1367,25,224,,,,,
18438,563,16,29,,,,,
18438,241,148,535,,,,,
18471,395,8,62,,,,,
18496,140,7,18,,,,,
18512,200,4,16,,,,,
18519,275,191,127,,,,,
18525,1124,4,59,,,,,
18558,223,487,337,,,,,
18573,420,10,236,,,,,
18605,110,28,23,,,,,
18630,1268,26,95,,,,,
18642,1343,18,88,,,,,
18739,96,1,8,,,,,
18744,951,27,198,,,,,
18769,167,4,5,,,,,
18823,201,54,49,,,,,
18848,308,4,34,,,,,
18875,269,3,24,,,,,
18877,223,492,341,,,,,
18897,314,48,34,,,,,
18916,1425,28,180,,,,,
18917,193,79,86,,,,,
18959,762,51,72,,,,,
18982,60,7,14,,,,,
18985,553,121,71,,,,,
19006,92,6,19,,,,,
19028,145,35,114,,,,,
19048,172,83,475,,,,,
19076,708,4,60,,,,,
19096,67,9,19,,,,,
19100,1163,9,116,,,,,
19114,170,7,29,,,,,
19117,228,495,345,,,,,
19217,1244,20,110,,,,,
19238,162,48,136,,,,,
19240,229,499,367,,,,,
19261,1603,8,296,,,,,
19311,796,80,170,,,,,
19318,1612,19,253,,,,,
19333,0,0,0,,,,,
19361,1815,4,201,,,,,
19381,532,1,83,,,,,
19415,360,38,24,,,,,
19416,693,84,62,,,,,
19422,230,503,367,,,,,
19459,148,12,12,,,,,
19484,173,4,7,,,,,
19561,2666,16,290,,,,,
19575,1046,11,60,,,,,
19579,850,18,65,,,,,
19588,149,23,126,,,,,
19639,204,24,72,,,,,
19647,1480,10,161,,,,,
19703,136,8,31,,,,,
19714,1084,14,150,,,,,
19722,203,80,92,,,,,
19744,544,24,86,,,,,
19767,2391,55,498,,,,,
19788,147,35,115,,,,,
19800,10,102,17,,,,,
19832,29,0,1,,,,,
19859,730,32,134,,,,,
19968,2436,25,198,,,,,
19976,174,4,8,,,,,
20019,2689,6,80,,,,,
20019,663,431,252,,,,,
20020,486,2,67,,,,,
20022,129,14,71,,,,,
20063,168,21,43,,,,,
20068,830,32,262,,,,,
20083,361,40,24,,,,,
20100,697,54,60,,,,,
20102,538,1,82,,,,,
20107,93,6,19,,,,,
20166,778,11,38,,,,,
20174,180,5,183,,,,,
20188,174,42,31,,,,,
20201,213,5,31,,,,,
20246,149,36,115,,,,,
20263,365,40,24,,,,,
20288,137,57,196,,,,,
20292,10,102,17,,,,,
20322,63,12,9,,,,,
20368,150,7,31,,,,,
20454,388,69,145,,,,,
20464,10,103,17,,,,,
20489,1269,25,215,,,,,
20500,149,36,115,,,,,
20502,754,28,41,,,,,
20529,318,11,41,,,,,
20541,10,103,16,,,,,
20545,550,2,82,,,,,
20557,1258,21,159,,,,,
20566,1746,47,314,,,,,
20612,245,31,389,,,,,
20618,30,0,2,,,,,
20631,150,36,116,,,,,
20636,213,55,51,,,,,
20646,545,23,36,,,,,
20652,575,7,70,,,,,
20656,297,200,109,,,,,
20666,175,42,27,,,,,
20687,181,7,30,,,,,
20697,188,665,408,,,,,
20740,306,316,225,,,,,
20767,151,12,10,,,,,
20772,361,5,115,,,,,
20778,1440,24,437,,,,,
20781,839,23,161,,,,,
20796,256,164,601,,,,,
20797,78,8,24,,,,,
20879,653,13,38,,,,,
20955,349,370,697,,,,,
20956,1237,29,140,,,,,
20960,318,5,34,,,,,
20962,1125,15,151,,,,,
20986,1082,46,491,,,,,
21007,433,11,35,,,,,
21028,65,7,15,,,,,
21046,1308,62,206,,,,,
21063,72,2,1,,,,,
21075,659,18,281,,,,,
21107,861,30,130,,,,,
21113,73,2,1,,,,,
21150,73,2,1,,,,,
21175,73,2,1,,,,,
21180,191,25,157,,,,,
21193,1438,49,83,,,,,
21194,413,14,69,,,,,
21199,151,12,10,,,,,
21210,307,26,44,,,,,
21210,788,56,75,,,,,
21254,530,7,48,,,,,
21278,54,5,4,,,,,
21328,582,38,197,,,,,
21342,107,312,201,,,,,
21348,506,14,137,,,,,
21361,951,31,85,,,,,
21400,807,14,39,,,,,
21416,660,13,38,,,,,
21417,207,23,77,,,,,
21426,162,26,137,,,,,
21437,1117,13,165,,,,,
21439,1605,30,163,,,,,
21513,770,4,63,,,,,
21544,83,74,62,,,,,
21552,451,18,96,,,,,
21565,168,34,266,,,,,
21573,278,16,34,,,,,
21611,147,5,35,,,,,
21617,1502,28,238,,,,,
21629,358,62,202,,,,,
21633,286,118,424,,,,,
21636,1735,8,301,,,,,
21644,478,42,534,,,,,
21650,648,24,81,,,,,
21700,43,19,70,,,,,
21701,64,14,9,,,,,
21723,78,73,40,,,,,
21740,979,5,93,,,,,
21756,1563,10,164,,,,,
21762,108,312,203,,,,,
21764,1305,25,217,,,,,
21775,688,22,242,,,,,
21776,1154,16,160,,,,,
21776,2290,37,513,,,,,
21798,1268,6,156,,,,,
21819,164,21,0,,,,,
21832,104,112,253,,,,,
21855,281,17,0,,,,,
21913,79,12,10,,,,,
21933,2809,16,363,,,,,
21953,2314,36,139,,,,,
21972,66,7,15,,,,,
21977,286,21,102,,,,,
22020,167,22,0,,,,,
22034,49,7,2,,,,,
22080,190,674,419,,,,,
22090,369,8,23,,,,,
22096,168,22,0,,,,,
22101,83,74,61,,,,,
22108,308,23,118,,,,,
22158,312,203,114,,,,,
22176,504,7,30,,,,,
22178,1921,13,89,,,,,
22186,168,22,0,,,,,
22195,391,48,40,,,,,
22200,218,19,60,,,,,
22209,98,30,328,,,,,
22221,83,74,63,,,,,
22231,178,4,15,,,,,
22252,2672,28,201,,,,,
22252,502,19,32,,,,,
22261,1820,50,182,,,,,
22264,365,63,203,,,,,
22283,235,82,107,,,,,
22294,2001,15,90,,,,,
22297,1151,48,109,,,,,
22302,83,75,63,,,,,
22302,930,19,66,,,,,
22307,1276,10,124,,,,,
22324,192,7,32,,,,,
22356,271,169,646,,,,,
22371,503,33,21,,,,,
22383,921,26,78,,,,,
22403,823,14,39,,,,,
22449,2636,29,765,,,,,
22535,108,312,203,,,,,
22557,193,676,408,,,,,
22561,69,8,15,,,,,
22580,3512,43,410,,,,,
22581,365,64,203,,,,,
22588,181,379,239,,,,,
22607,1472,22,91,,,,,
22627,76,9,23,,,,,
22659,585,8,32,,,,,
22664,1052,25,84,,,,,
22690,0,0,0,,,,,
22695,108,312,203,,,,,
22695,1174,32,85,,,,,
22707,273,170,649,,,,,
22707,365,64,203,,,,,
22732,1390,73,137,,,,,
22756,806,60,79,,,,,
22768,365,64,204,,,,,
22769,194,677,409,,,,,
22786,1349,25,221,,,,,
22795,39,4,6,,,,,
22807,1959,4,225,,,,,
22822,195,677,398,,,,,
22835,124,5,20,,,,,
22871,195,677,403,,,,,
22893,834,15,42,,,,,
22909,599,43,201,,,,,
22929,71,8,15,,,,,
22942,150,2,4,,,,,
22953,192,45,170,,,,,
22963,1934,75,307,,,,,
22974,276,170,654,,,,,
23045,489,96,155,,,,,
23045,201,6,203,,,,,
23049,344,529,310,,,,,
23082,556,3,72,,,,,
23083,321,207,116,,,,,
23108,1042,57,122,,,,,
23116,3103,31,148,,,,,
23138,238,5,38,,,,,
23186,1805,8,289,,,,,
23187,2168,5,202,,,,,
23222,778,29,41,,,,,
23236,814,61,81,,,,,
23254,120,256,127,,,,,
23276,796,68,121,,,,,
23308,1943,322,509,,,,,
23330,1397,21,116,,,,,
23341,73,9,16,,,,,
23368,234,1,20,,,,,
23393,226,29,75,,,,,
23405,1173,8,124,,,,,
23408,106,115,260,,,,,
23428,1578,29,253,,,,,
23429,365,10,188,,,,,
23433,529,4,106,,,,,
23437,1301,6,161,,,,,
23462,972,18,50,,,,,
23465,124,97,100,,,,,
23468,971,7,48,,,,,
23468,124,5,20,,,,,
23481,120,65,50,,,,,
23482,261,225,222,,,,,
23484,858,80,136,,,,,
23489,606,43,203,,,,,
23494,536,53,45,,,,,
23506,1620,10,105,,,,,
23518,817,61,82,,,,,
23547,678,19,66,,,,,
23557,719,23,270,,,,,
23590,1767,14,93,,,,,
23612,1023,14,110,,,,,
23634,131,13,23,,,,,
23668,175,21,43,,,,,
23674,1628,10,169,,,,,
23706,1903,52,184,,,,,
23718,821,61,82,,,,,
23720,610,43,205,,,,,
23727,2792,28,201,,,,,
23731,328,208,117,,,,,
23737,673,20,61,,,,,
23755,206,1,26,,,,,
23764,74,9,16,,,,,
23768,1018,29,221,,,,,
23771,175,28,149,,,,,
23795,0,0,863,,,,,
23798,142,32,3,,,,,
23819,128,8,17,,,,,
23825,124,5,20,,,,,
23851,610,43,205,,,,,
23863,824,62,82,,,,,
23866,314,5,37,,,,,
23869,1694,18,88,,,,,
23877,93,30,20,,,,,
23878,358,154,44,,,,,
23889,54,3,25,,,,,
23901,529,20,34,,,,,
23910,208,8,42,,,,,
23911,2150,8,169,,,,,
23956,124,5,20,,,,,
23960,548,16,143,,,,,
23976,887,101,307,,,,,
23979,764,13,52,,,,,
23983,1401,40,98,,,,,
23987,1669,33,169,,,,,
24000,825,63,82,,,,,
24022,495,5,98,,,,,
24032,1739,22,45,,,,,
24042,300,66,44,,,,,
24047,264,20,125,,,,,
24067,509,33,21,,,,,
24102,729,23,298,,,,,
24103,124,7,20,,,,,
24127,3129,17,551,,,,,
24158,177,28,151,,,,,
24160,1418,8,62,,,,,
24160,827,63,82,,,,,
24161,74,9,16,,,,,
24186,124,7,20,,,,,
24200,58,5,4,,,,,
24203,241,26,99,,,,,
24248,256,352,600,,,,,
24248,513,7,55,,,,,
24249,0,0,769,,,,,
24264,334,210,118,,,,,
24296,828,63,82,,,,,
24311,176,2,42,,,,,
24320,108,116,202,,,,,
24332,320,71,0,,,,,
24371,74,9,16,,,,,
24397,227,41,93,,,,,
24413,1334,6,164,,,,,
24416,2738,83,479,,,,,
24423,395,5,122,,,,,
24431,748,21,283,,,,,
24438,176,22,43,,,,,
24454,114,46,70,,,,,
24462,179,28,151,,,,,
24491,734,24,300,,,,,
24492,621,40,169,,,,,
24530,725,36,123,,,,,
24540,0,0,770,,,,,
24543,880,34,31,,,,,
24577,1958,54,189,,,,,
24591,81,236,117,,,,,
24605,337,213,119,,,,,
24606,179,28,152,,,,,
24611,1646,32,258,,,,,
24624,464,64,96,,,,,
24638,127,33,25,,,,,
24658,134,16,70,,,,,
24660,3004,18,354,,,,,
24699,1859,10,299,,,,,
24715,180,28,152,,,,,
24719,2818,30,822,,,,,
24733,227,23,83,,,,,
24737,0,0,772,,,,,
24758,903,104,310,,,,,
24772,215,7,190,,,,,
24777,191,5,15,,,,,
24785,260,353,710,,,,,
24843,2102,15,254,,,,,
24860,2035,4,221,,,,,
24860,702,20,45,,,,,
24860,176,22,43,,,,,
24905,57,3,25,,,,,
24907,611,42,98,,,,,
24941,2012,19,121,,,,,
24942,611,9,35,,,,,
24972,1576,25,386,,,,,
24973,110,115,214,,,,,
24979,322,323,441,,,,,
24982,1223,8,128,,,,,
24996,261,353,692,,,,,
24996,698,31,94,,,,,
25027,343,216,120,,,,,
25066,317,23,126,,,,,
25082,637,9,53,,,,,
25084,395,10,35,,,,,
25095,262,354,685,,,,,
25096,2125,24,117,,,,,
25101,177,22,43,,,,,
25108,107,5,51,,,,,
25114,261,6,39,,,,,
25130,1345,6,164,,,,,
25145,1367,10,135,,,,,
25150,160,206,0,,,,,
25159,2306,6,203,,,,,
25167,262,355,696,,,,,
25203,263,355,688,,,,,
25211,2372,34,184,,,,,
25213,112,115,209,,,,,
25218,1845,14,93,,,,,
25257,177,22,42,,,,,
25258,1298,117,213,,,,,
25264,2066,38,86,,,,,
25280,550,22,35,,,,,
25313,1357,21,325,,,,,
25372,1476,22,124,,,,,
25373,177,23,42,,,,,
25383,314,4,21,,,,,
25386,78,10,28,,,,,
25393,349,217,119,,,,,
25406,634,40,137,,,,,
25415,913,105,314,,,,,
25423,104,14,112,,,,,
25424,264,229,240,,,,,
25493,524,57,103,,,,,
25499,434,88,80,,,,,
25512,474,64,96,,,,,
25513,60,3,25,,,,,
25521,393,83,409,,,,,
25581,264,30,100,,,,,
25601,128,100,102,,,,,
25610,1401,18,75,,,,,
25640,689,267,453,,,,,
25669,715,20,66,,,,,
25714,129,33,23,,,,,
25730,1077,15,99,,,,,
25741,916,109,316,,,,,
25766,544,9,56,,,,,
25780,3157,27,260,,,,,
25787,756,41,126,,,,,
25796,2842,84,502,,,,,
25796,64,4,22,,,,,
25839,470,13,53,,,,,
25886,343,29,45,,,,,
25887,265,231,242,,,,,
25892,2400,35,185,,,,,
25909,637,40,137,,,,,
25923,2020,83,330,,,,,
25923,439,13,172,,,,,
25945,403,5,123,,,,,
25949,628,7,76,,,,,
25961,2180,26,120,,,,,
25980,186,10,21,,,,,
25981,650,9,55,,,,,
25997,266,232,242,,,,,
26000,119,69,0,,,,,
26033,177,11,10,,,,,
26040,888,97,182,,,,,
26049,235,23,83,,,,,
26050,266,232,242,,,,,
26068,896,35,43,,,,,
26077,267,232,241,,,,,
26093,2395,44,201,,,,,
26096,416,6,26,,,,,
26102,2246,10,199,,,,,
26103,267,232,241,,,,,
26113,116,49,72,,,,,
26117,833,20,205,,,,,
26117,1178,11,79,,,,,
26123,137,16,71,,,,,
26127,1273,8,130,,,,,
26129,628,9,35,,,,,
26185,29,4,0,,,,,
26190,317,24,23,,,,,
26214,726,22,65,,,,,
26225,728,28,121,,,,,
26230,962,37,102,,,,,
26241,286,35,359,,,,,
26243,29,4,0,,,,,
26244,566,22,36,,,,,
26260,806,38,101,,,,,
26275,1701,13,171,,,,,
26282,667,27,90,,,,,
26294,828,33,52,,,,,
26297,268,32,107,,,,,
26302,1904,11,304,,,,,
26304,3294,19,213,,,,,
26306,1260,53,111,,,,,
26344,201,430,279,,,,,
26379,199,6,15,,,,,
26388,2417,35,185,,,,,
26393,162,74,94,,,,,
26422,925,37,62,,,,,
26473,2016,8,223,,,,,
26482,78,1,7,,,,,
26489,691,7,57,,,,,
26495,61,34,39,,,,,
26527,1624,44,233,,,,,
26550,131,33,25,,,,,
26572,316,21,53,,,,,
26575,2416,6,211,,,,,
26592,770,41,129,,,,,
26621,2922,85,505,,,,,
26668,272,34,110,,,,,
26673,2102,4,228,,,,,
26681,337,25,132,,,,,
26687,203,430,279,,,,,
26710,78,1,8,,,,,
26710,1518,22,125,,,,,
26719,240,25,84,,,,,
26735,676,9,56,,,,,
26736,977,29,118,,,,,
26775,1094,15,100,,,,,
26787,2935,33,747,,,,,
26800,1932,15,99,,,,,
26830,79,1,8,,,,,
26839,203,430,322,,,,,
26849,596,62,64,,,,,
26864,375,8,104,,,,,
26884,1661,239,227,,,,,
26898,423,271,95,,,,,
26906,776,25,52,,,,,
26914,806,26,304,,,,,
26917,488,62,48,,,,,
26921,204,431,322,,,,,
26922,111,14,38,,,,,
26940,1933,11,319,,,,,
26953,1829,22,92,,,,,
26962,570,9,56,,,,,
26967,836,36,190,,,,,
26967,120,49,73,,,,,
26970,370,570,323,,,,,
26983,137,16,71,,,,,
27010,1666,36,150,,,,,
27032,1304,8,130,,,,,
27061,133,33,24,,,,,
27067,1698,43,221,,,,,
27071,587,16,151,,,,,
27095,2446,36,186,,,,,
27178,242,25,85,,,,,
27186,1573,42,258,,,,,
27191,580,23,37,,,,,
27207,786,42,131,,,,,
27225,1966,47,374,,,,,
27229,795,15,80,,,,,
27234,997,13,139,,,,,
27266,1645,26,108,,,,,
27302,195,40,290,,,,,
27303,260,1,22,,,,,
27347,209,52,205,,,,,
27402,333,4,13,,,,,
27408,2993,87,516,,,,,
27448,134,33,23,,,,,
27456,123,50,73,,,,,
27459,947,62,76,,,,,
27473,670,24,446,,,,,
27477,916,38,43,,,,,
27497,1317,53,113,,,,,
27499,2184,37,402,,,,,
27571,286,6,41,,,,,
27604,1112,17,100,,,,,
27616,2417,26,276,,,,,
27619,2999,33,751,,,,,
27626,1588,43,258,,,,,
27632,90,15,21,,,,,
27646,338,81,60,,,,,
27659,136,33,24,,,,,
27666,1606,131,146,,,,,
27687,2468,6,191,,,,,
27692,215,26,82,,,,,
27705,91,16,55,,,,,
27710,2073,89,350,,,,,
27710,1332,8,132,,,,,
27757,409,5,131,,,,,
27762,633,54,65,,,,,
27765,580,25,109,,,,,
27779,49,7,34,,,,,
27779,594,9,60,,,,,
27805,855,33,45,,,,,
27862,1605,44,260,,,,,
27871,581,118,62,,,,,
27898,363,27,135,,,,,
27913,209,52,210,,,,,
27931,125,50,74,,,,,
27943,156,36,83,,,,,
27945,736,33,97,,,,,
27976,792,26,53,,,,,
27980,166,8,32,,,,,
27982,327,23,21,,,,,
27997,366,22,0,,,,,
28013,2374,15,102,,,,,
28071,209,52,210,,,,,
28080,3208,63,1193,,,,,
28091,1614,44,260,,,,,
28124,1078,73,320,,,,,
28129,1567,9,148,,,,,
28141,926,103,195,,,,,
28147,1801,48,263,,,,,
28163,468,92,84,,,,,
28169,1623,19,113,,,,,
28179,3056,33,769,,,,,
28213,137,314,166,,,,,
28224,138,4,3,,,,,
28256,105,15,12,,,,,
28266,508,12,56,,,,,
28271,208,52,217,,,,,
28285,1215,41,136,,,,,
28308,436,55,49,,,,,
28335,1352,54,114,,,,,
28355,1123,18,102,,,,,
28371,441,88,166,,,,,
28378,211,463,633,,,,,
28410,1399,15,71,,,,,
28429,1872,20,134,,,,,
28431,138,41,421,,,,,
28434,387,32,45,,,,,
28448,611,11,62,,,,,
28461,152,16,159,,,,,
28475,1754,13,172,,,,,
28484,334,23,21,,,,,
28539,681,25,45,,,,,
28598,398,9,141,,,,,
28607,2098,91,359,,,,,
28616,1046,47,481,,,,,
28626,167,44,55,,,,,
28630,926,39,43,,,,,
28638,668,9,82,,,,,
28664,151,293,513,,,,,
28679,2537,6,192,,,,,
28731,1580,27,198,,,,,
28748,137,41,371,,,,,
28758,1903,25,91,,,,,
28763,197,41,308,,,,,
28763,3498,613,763,,,,,
28781,515,12,59,,,,,
28794,595,38,56,,,,,
28799,803,26,53,,,,,
28804,3367,29,262,,,,,
28849,407,7,44,,,,,
28869,959,40,62,,,,,
28894,1377,55,119,,,,,
28895,309,81,76,,,,,
28908,857,26,337,,,,,
28937,172,36,45,,,,,
28954,74,9,11,,,,,
28964,138,41,370,,,,,
28965,437,6,27,,,,,
28970,873,39,109,,,,,
28983,1532,58,230,,,,,
28985,197,63,329,,,,,
